"city","avg"
"Bradford",7.0000000000000000
"Braslia",8.0000000000000000
"Bratislava",7.0000000000000000
"Brescia",9.0000000000000000
"Brest",4.0000000000000000
"Brindisi",13.0000000000000000
"Brockton",7.0000000000000000
"Bucuresti",9.0000000000000000
"Buenaventura",6.0000000000000000
"Bydgoszcz",1.00000000000000000000
"Cabuyao",10.0000000000000000
"Callao",7.0000000000000000
"Cam Ranh",14.0000000000000000
"Cape Coral",13.0000000000000000
"Caracas",9.0000000000000000
"Carmen",6.0000000000000000
"Cavite",11.0000000000000000
"Cayenne",9.0000000000000000
"Celaya",9.0000000000000000
"Chandrapur",11.0000000000000000
"Changhwa",11.0000000000000000
"Changzhou",16.0000000000000000
"Chapra",6.0000000000000000
"Charlotte Amalie",6.0000000000000000
"Chatsworth",10.0000000000000000
"Cheju",6.0000000000000000
"Chiayi",9.0000000000000000
"Chisinau",11.0000000000000000
"Chungho",7.0000000000000000
"Cianjur",8.0000000000000000
"Ciomas",11.0000000000000000
"Ciparay",11.0000000000000000
"Citrus Heights",9.0000000000000000
"Citt del Vaticano",12.0000000000000000
"Ciudad del Este",6.0000000000000000
"Clarksville",7.0000000000000000
"Coacalco de Berriozbal",11.0000000000000000
"Coatzacoalcos",12.0000000000000000
"Compton",8.0000000000000000
"Coquimbo",12.0000000000000000
"Crdoba",9.0000000000000000
"Cuauhtmoc",11.0000000000000000
"Cuautla",10.0000000000000000
"Cuernavaca",12.0000000000000000
"Cuman",9.0000000000000000
"Czestochowa",9.0000000000000000
"Dadu",13.0000000000000000
"Dallas",10.0000000000000000
"Datong",10.0000000000000000
"Daugavpils",8.0000000000000000
"Davao",10.0000000000000000
"Daxian",7.0000000000000000
"Dayton",11.0000000000000000
"Deba Habe",5.0000000000000000
"Denizli",5.0000000000000000
"Dhaka",9.0000000000000000
"Dhule (Dhulia)",8.0000000000000000
"Dongying",10.0000000000000000
"Donostia-San Sebastin",11.0000000000000000
"Dos Quebradas",10.0000000000000000
"Duisburg",10.0000000000000000
"Dundee",10.0000000000000000
"Dzerzinsk",7.0000000000000000
"Ede",9.0000000000000000
"Effon-Alaiye",7.0000000000000000
"El Alto",9.0000000000000000
"El Fuerte",16.0000000000000000
"El Monte",6.0000000000000000
"Elista",6.0000000000000000
"Emeishan",10.0000000000000000
"Emmen",12.0000000000000000
"Enshi",4.0000000000000000
"Erlangen",10.0000000000000000
"Escobar",14.0000000000000000
"Esfahan",8.0000000000000000
"Eskisehir",5.0000000000000000
"Etawah",14.0000000000000000
"Ezeiza",8.0000000000000000
"Ezhou",9.0000000000000000
"Faaa",7.0000000000000000
"Fengshan",8.0000000000000000
"Firozabad",10.0000000000000000
"Florencia",12.0000000000000000
"Fontana",16.0000000000000000
"Fukuyama",17.0000000000000000
"Funafuti",9.0000000000000000
"Fuyu",14.0000000000000000
"Fuzhou",2.0000000000000000
"Gandhinagar",10.0000000000000000
"Garden Grove",8.0000000000000000
"Garland",8.0000000000000000
"Gatineau",6.0000000000000000
"Gaziantep",9.0000000000000000
"Gijn",8.0000000000000000
"Gingoog",14.0000000000000000
"Goinia",8.0000000000000000
"Gorontalo",8.0000000000000000
"Grand Prairie",6.0000000000000000
"Graz",8.0000000000000000
"Greensboro",13.0000000000000000
"Guadalajara",9.0000000000000000
"Guaruj",8.0000000000000000
"Gulbarga",10.0000000000000000
"Hagonoy",7.0000000000000000
"Haining",9.0000000000000000
"Haiphong",7.0000000000000000
"Haldia",14.0000000000000000
"Halifax",10.0000000000000000
"Halisahar",16.0000000000000000
"Halle/Saale",10.0000000000000000
"Hami",6.0000000000000000
"Hamilton",8.0000000000000000
"Hanoi",14.0000000000000000
"Hidalgo",16.0000000000000000
"Higashiosaka",8.0000000000000000
"Hino",6.0000000000000000
"Hiroshima",9.0000000000000000
"Hodeida",11.0000000000000000
"Hohhot",13.0000000000000000
"Hoshiarpur",8.0000000000000000
"Hsichuh",15.0000000000000000
"Huaian",6.0000000000000000
"Hubli-Dharwad",7.0000000000000000
"Huejutla de Reyes",10.0000000000000000
"Huixquilucan",9.0000000000000000
"Hunuco",13.0000000000000000
"Ibirit",5.0000000000000000
"Idfu",6.0000000000000000
"Ife",14.0000000000000000
"Ikerre",16.0000000000000000
"Iligan",10.0000000000000000
"Ilorin",10.0000000000000000
"Imus",11.0000000000000000
"Inegl",12.0000000000000000
"Ipoh",9.0000000000000000
"Isesaki",6.0000000000000000
"Ivanovo",8.0000000000000000
"Iwaki",8.0000000000000000
"Iwakuni",14.0000000000000000
"Iwatsuki",10.0000000000000000
"Izumisano",8.0000000000000000
"Jaffna",12.0000000000000000
"Jaipur",10.0000000000000000
"Jakarta",10.0000000000000000
"Jalib al-Shuyukh",13.0000000000000000
"Jamalpur",10.0000000000000000
"Jaroslavl",3.0000000000000000
"Jastrzebie-Zdrj",12.0000000000000000
"Jedda",6.0000000000000000
"Jelets",5.0000000000000000
"Jhansi",7.0000000000000000
"Jinchang",13.0000000000000000
"Jining",3.0000000000000000
"Jinzhou",8.0000000000000000
"Jodhpur",10.0000000000000000
"Johannesburg",12.0000000000000000
"Joliet",12.0000000000000000
"Jos Azueta",8.0000000000000000
"Juazeiro do Norte",6.0000000000000000
"Juiz de Fora",9.0000000000000000
"Junan",11.0000000000000000
"Jurez",7.0000000000000000
"Kabul",7.0000000000000000
"Kaduna",6.0000000000000000
"Kakamigahara",10.0000000000000000
"Kaliningrad",5.0000000000000000
"Kalisz",12.0000000000000000
"Kamakura",4.0000000000000000
"Kamarhati",4.0000000000000000
"Kamjanets-Podilskyi",10.0000000000000000
"Kamyin",5.0000000000000000
"Kanazawa",9.0000000000000000
"Kanchrapara",4.0000000000000000
"Kansas City",13.0000000000000000
"Karnal",16.0000000000000000
"Katihar",10.0000000000000000
"Kermanshah",9.0000000000000000
"Kilis",6.0000000000000000
"Kimberley",9.0000000000000000
"Kimchon",5.0000000000000000
"Kingstown",6.0000000000000000
"Kirovo-Tepetsk",10.0000000000000000
"Kisumu",10.0000000000000000
"Kitwe",9.0000000000000000
"Klerksdorp",6.0000000000000000
"Kolpino",8.0000000000000000
"Konotop",9.0000000000000000
"Koriyama",9.0000000000000000
"Korla",6.0000000000000000
"Korolev",11.0000000000000000
"Kowloon and New Kowloon",12.0000000000000000
"Kragujevac",12.0000000000000000
"Ktahya",5.0000000000000000
"Kuching",11.0000000000000000
"Kumbakonam",7.0000000000000000
"Kurashiki",12.0000000000000000
"Kurgan",10.0000000000000000
"Kursk",7.0000000000000000
"Kuwana",8.0000000000000000
"La Paz",9.0000000000000000
"La Plata",7.0000000000000000
"La Romana",7.0000000000000000
"Laiwu",10.0000000000000000
"Lancaster",13.0000000000000000
"Laohekou",13.0000000000000000
"Lapu-Lapu",12.0000000000000000
"Laredo",12.0000000000000000
"Lausanne",5.0000000000000000
"Le Mans",4.0000000000000000
"Lengshuijiang",11.0000000000000000
"Leshan",17.0000000000000000
"Lhokseumawe",14.0000000000000000
"Liaocheng",13.0000000000000000
"Liepaja",8.0000000000000000
"Lilongwe",10.0000000000000000
"Lima",8.0000000000000000
"Lincoln",10.0000000000000000
"Linz",5.0000000000000000
"Lipetsk",6.0000000000000000
"Livorno",13.0000000000000000
"Ljubertsy",15.0000000000000000
"Loja",10.0000000000000000
"London",9.5000000000000000
"Lublin",8.0000000000000000
"Lubumbashi",11.0000000000000000
"Lungtan",11.0000000000000000
"Luzinia",7.0000000000000000
"Madiun",9.0000000000000000
"Mahajanga",12.0000000000000000
"Maikop",12.0000000000000000
"Malm",13.0000000000000000
"Manchester",7.0000000000000000
"Mandaluyong",11.0000000000000000
"Mandi Bahauddin",7.0000000000000000
"Mannheim",8.0000000000000000
"Maracabo",10.0000000000000000
"Mardan",13.0000000000000000
"Maring",6.0000000000000000
"Masqat",8.0000000000000000
"Matamoros",11.0000000000000000
"Matsue",5.0000000000000000
"Meixian",12.0000000000000000
"Memphis",16.0000000000000000
"Merlo",5.0000000000000000
"Mexicali",7.0000000000000000
"Miraj",7.0000000000000000
"Mit Ghamr",7.0000000000000000
"Miyakonojo",11.0000000000000000
"Mogiljov",10.0000000000000000
"Molodetno",16.0000000000000000
"Monclova",3.0000000000000000
"Monywa",12.0000000000000000
"Moscow",16.0000000000000000
"Mosul",9.0000000000000000
"Mukateve",13.0000000000000000
"Munger (Monghyr)",10.0000000000000000
"Mwanza",11.0000000000000000
"Mwene-Ditu",12.0000000000000000
"Myingyan",11.0000000000000000
"Mysore",10.0000000000000000
"NDjamna",15.0000000000000000
"Naala-Porto",9.0000000000000000
"Nabereznyje Telny",12.0000000000000000
"Nador",11.0000000000000000
"Nagaon",11.0000000000000000
"Nagareyama",10.0000000000000000
"Najafabad",13.0000000000000000
"Naju",11.0000000000000000
"Nakhon Sawan",12.0000000000000000
"Nam Dinh",10.0000000000000000
"Namibe",10.0000000000000000
"Nantou",13.0000000000000000
"Nanyang",12.0000000000000000
"Newcastle",5.0000000000000000
"Nezahualcyotl",8.0000000000000000
"Nha Trang",14.0000000000000000
"Niznekamsk",4.0000000000000000
"Novi Sad",4.0000000000000000
"Novoterkassk",2.0000000000000000
"Nukualofa",7.0000000000000000
"Nuuk",12.0000000000000000
"Nyeri",8.0000000000000000
"Ocumare del Tuy",8.0000000000000000
"Ogbomosho",12.0000000000000000
"Okara",8.0000000000000000
"Okayama",10.0000000000000000
"Okinawa",6.0000000000000000
"Olomouc",9.0000000000000000
"Omdurman",9.0000000000000000
"Omiya",11.0000000000000000
"Ondo",10.0000000000000000
"Onomichi",11.0000000000000000
"Oshawa",6.0000000000000000
"Osmaniye",10.0000000000000000
"Otsu",10.0000000000000000
"Oulu",11.0000000000000000
"Ourense (Orense)",15.0000000000000000
"Owo",12.0000000000000000
"Oyo",7.0000000000000000
"Ozamis",10.0000000000000000
"Paarl",10.0000000000000000
"Pachuca de Soto",9.0000000000000000
"Pak Kret",7.0000000000000000
"Palghat (Palakkad)",9.0000000000000000
"Pangkal Pinang",6.0000000000000000
"Papeete",12.0000000000000000
"Parbhani",11.0000000000000000
"Pathankot",4.0000000000000000
"Patiala",10.0000000000000000
"Patras",13.0000000000000000
"Pavlodar",6.0000000000000000
"Pemalang",10.0000000000000000
"Peoria",16.0000000000000000
"Pereira",9.0000000000000000
"Phnom Penh",4.0000000000000000
"Pingxiang",8.0000000000000000
"Pjatigorsk",11.0000000000000000
"Plock",7.0000000000000000
"Po",11.0000000000000000
"Ponce",4.0000000000000000
"Pontianak",13.0000000000000000
"Poos de Caldas",12.0000000000000000
"Portoviejo",12.0000000000000000
"Probolinggo",13.0000000000000000
"Pudukkottai",8.0000000000000000
"Pune",10.0000000000000000
"Purnea (Purnia)",10.0000000000000000
"Purwakarta",6.0000000000000000
"Pyongyang",10.0000000000000000
"Qalyub",9.0000000000000000
"Qinhuangdao",14.0000000000000000
"Qomsheh",12.0000000000000000
"Quilmes",6.0000000000000000
"Rae Bareli",14.0000000000000000
"Rajkot",12.0000000000000000
"Rampur",9.0000000000000000
"Rancagua",6.0000000000000000
"Ranchi",6.0000000000000000
"Richmond Hill",17.0000000000000000
"Rio Claro",12.0000000000000000
"Rizhao",9.0000000000000000
"Roanoke",5.0000000000000000
"Robamba",11.0000000000000000
"Rockford",9.0000000000000000
"Ruse",10.0000000000000000
"Rustenburg",13.0000000000000000
"Saarbrcken",5.0000000000000000
"Sagamihara",8.0000000000000000
"Saint Louis",9.0000000000000000
"Saint-Denis",18.0000000000000000
"Sal",10.0000000000000000
"Salala",3.0000000000000000
"Salamanca",13.0000000000000000
"Salinas",10.0000000000000000
"Salzburg",17.0000000000000000
"Sambhal",9.0000000000000000
"San Bernardino",11.0000000000000000
"San Felipe de Puerto Plata",17.0000000000000000
"San Felipe del Progreso",9.0000000000000000
"San Juan Bautista Tuxtepec",7.0000000000000000
"San Lorenzo",6.0000000000000000
"San Miguel de Tucumn",7.0000000000000000
"Sanaa",9.0000000000000000
"Santa Brbara dOeste",12.0000000000000000
"Santa F",9.0000000000000000
"Santa Rosa",9.0000000000000000
"Santiago de Compostela",6.0000000000000000
"Santiago de los Caballeros",11.0000000000000000
"Santo Andr",8.0000000000000000
"Sanya",9.0000000000000000
"Sasebo",11.0000000000000000
"Satna",13.0000000000000000
"Sawhaj",8.0000000000000000
"Serpuhov",7.0000000000000000
"Shahr-e Kord",5.0000000000000000
"Shanwei",9.0000000000000000
"Shaoguan",8.0000000000000000
"Sharja",6.0000000000000000
"Shenzhen",6.0000000000000000
"Shikarpur",9.0000000000000000
"Shimoga",7.0000000000000000
"Shimonoseki",16.0000000000000000
"Shivapuri",7.0000000000000000
"Shubra al-Khayma",18.0000000000000000
"Siegen",8.0000000000000000
"Siliguri (Shiliguri)",12.0000000000000000
"Simferopol",8.0000000000000000
"Sincelejo",10.0000000000000000
"Sirjan",6.0000000000000000
"Sivas",10.0000000000000000
"Skikda",12.0000000000000000
"Smolensk",11.0000000000000000
"So Bernardo do Campo",10.0000000000000000
"So Leopoldo",10.0000000000000000
"Sogamoso",7.0000000000000000
"Sokoto",9.0000000000000000
"Songkhla",13.0000000000000000
"Sorocaba",11.0000000000000000
"Soshanguve",10.0000000000000000
"Sousse",6.0000000000000000
"South Hill",13.0000000000000000
"Southampton",5.0000000000000000
"Southend-on-Sea",10.0000000000000000
"Southport",6.0000000000000000
"Springs",8.0000000000000000
"Stara Zagora",10.0000000000000000
"Sterling Heights",13.0000000000000000
"Stockport",7.0000000000000000
"Sucre",9.0000000000000000
"Suihua",7.0000000000000000
"Sullana",11.0000000000000000
"Sultanbeyli",9.0000000000000000
"Sumqayit",12.0000000000000000
"Sumy",9.0000000000000000
"Sungai Petani",13.0000000000000000
"Sunnyvale",14.0000000000000000
"Surakarta",10.0000000000000000
"Syktyvkar",3.0000000000000000
"Syrakusa",10.0000000000000000
"Szkesfehrvr",8.0000000000000000
"Tabora",12.0000000000000000
"Tabriz",14.0000000000000000
"Tabuk",9.0000000000000000
"Tafuna",4.0000000000000000
"Taguig",16.0000000000000000
"Taizz",5.0000000000000000
"Talavera",7.0000000000000000
"Tallahassee",5.0000000000000000
"Tama",10.0000000000000000
"Tambaram",10.0000000000000000
"Tanauan",14.0000000000000000
"Tandil",12.0000000000000000
"Tangail",17.0000000000000000
"Tanshui",12.0000000000000000
"Tanza",10.0000000000000000
"Tarlac",6.0000000000000000
"Tarsus",2.0000000000000000
"Tartu",14.0000000000000000
"Teboksary",9.0000000000000000
"Tegal",8.0000000000000000
"Tel Aviv-Jaffa",12.0000000000000000
"Tete",3.0000000000000000
"Tianjin",6.0000000000000000
"Tiefa",11.0000000000000000
"Tieli",7.0000000000000000
"Tokat",10.0000000000000000
"Tonghae",8.0000000000000000
"Tongliao",9.0000000000000000
"Torren",8.0000000000000000
"Touliu",11.0000000000000000
"Toulon",8.0000000000000000
"Toulouse",8.0000000000000000
"Trshavn",11.0000000000000000
"Tsaotun",9.0000000000000000
"Tsuyama",3.0000000000000000
"Tuguegarao",9.0000000000000000
"Tychy",13.0000000000000000
"Udaipur",9.0000000000000000
"Udine",5.0000000000000000
"Ueda",15.0000000000000000
"Uijongbu",6.0000000000000000
"Uluberia",5.0000000000000000
"Urawa",15.0000000000000000
"Uruapan",11.0000000000000000
"Usak",11.0000000000000000
"Usolje-Sibirskoje",12.0000000000000000
"Uttarpara-Kotrung",11.0000000000000000
"Vaduz",6.0000000000000000
"Valencia",5.0000000000000000
"Valle de Santiago",10.0000000000000000
"Valle de la Pascua",7.0000000000000000
"Valparai",15.0000000000000000
"Vancouver",13.0000000000000000
"Varanasi (Benares)",8.0000000000000000
"Vicente Lpez",7.0000000000000000
"Vijayawada",7.0000000000000000
"Vila Velha",8.0000000000000000
"Vilnius",8.0000000000000000
"Vinh",6.0000000000000000
"Vitria de Santo Anto",10.0000000000000000
"Warren",12.0000000000000000
"Weifang",8.0000000000000000
"Witten",12.0000000000000000
"Wroclaw",8.0000000000000000
"Xiangfan",12.0000000000000000
"Xiangtan",8.0000000000000000
"Xintai",12.0000000000000000
"Xinxiang",11.0000000000000000
"Yamuna Nagar",7.0000000000000000
"Yangor",14.0000000000000000
"Yantai",7.0000000000000000
"Yaound",13.0000000000000000
"Yerevan",7.0000000000000000
"Yinchuan",8.0000000000000000
"Yingkou",11.0000000000000000
"York",8.0000000000000000
"Yuncheng",10.0000000000000000
"Yuzhou",8.0000000000000000
"Zalantun",12.0000000000000000
"Zanzibar",12.0000000000000000
"Zaoyang",11.0000000000000000
"Zapopan",9.0000000000000000
"Zaria",7.0000000000000000
"Zeleznogorsk",7.0000000000000000
"Zhezqazghan",9.0000000000000000
"Zhoushan",13.0000000000000000
"Ziguinchor",10.0000000000000000
"al-Ayn",9.0000000000000000
"al-Hawiya",9.0000000000000000
"al-Manama",4.0000000000000000
"al-Qadarif",6.0000000000000000
"al-Qatif",13.0000000000000000
"guas Lindas de Gois",8.0000000000000000
"ostka",7.0000000000000000
"s-Hertogenbosch",9.0000000000000000
